gene,l1norm,genelen,sampid1,sampid2
5-NP,2.6027873247067794,1507,6-18,6-28
6-NA,6.084033613445378,1437,6-18,6-28
7-M,1.2320073815671926,1003,6-18,6-28
8-NS,1.1435136883690797,864,6-18,6-28
1-PB2,8.867049753633573,2301,6-18,2-24
2-PB1,8.939109075451091,2317,6-18,2-24
3-PA,2.5852350462063853,2208,6-18,2-24
4-HA,13.210451565031434,1745,6-18,2-24
5-NP,6.778549440078568,1507,6-18,2-24
6-NA,10.872628546755724,1437,6-18,2-24
7-M,0.8710026960927505,1003,6-18,2-24
8-NS,3.4068170139696843,864,6-18,2-24
1-PB2,8.933057899693008,2301,6-18,3-15
2-PB1,9.537154087367025,2284,6-18,3-15
3-PA,6.35145501815339,2208,6-18,3-15
4-HA,11.088260433453248,1743,6-18,3-15
5-NP,4.800408247954572,1507,6-18,3-15
6-NA,7.663505413193675,1437,6-18,3-15
7-M,0.387572537167725,1001,6-18,3-15
8-NS,3.288192899273456,864,6-18,3-15
1-PB2,3.3195636983557693,2301,6-18,2-26
2-PB1,2.9226753066629776,2317,6-18,2-26
3-PA,6.332883417500921,2208,6-18,2-26
4-HA,9.07470652386113,1745,6-18,2-26
5-NP,2.7096538673498434,1507,6-18,2-26
6-NA,6.127287325517683,1437,6-18,2-26
7-M,0.6467811331332749,1003,6-18,2-26
8-NS,1.3255327374603538,864,6-18,2-26
1-PB2,18.507908443939492,2301,6-18,4-13
2-PB1,6.640557733758538,2313,6-18,4-13
3-PA,6.222402799181061,2208,6-18,4-13
4-HA,13.557303040488346,1734,6-18,4-13
5-NP,8.51239184448079,1507,6-18,4-13
6-NA,12.13234279218934,1437,6-18,4-13
7-M,4.501980382277104,1003,6-18,4-13
8-NS,1.1435136883690797,864,6-18,4-13
1-PB2,0.33440930235147637,2301,6-18,6-17
2-PB1,0.5323229192456966,2317,6-18,6-17
3-PA,0.31631889253058154,2208,6-18,6-17
4-HA,0.9066339226065749,1745,6-18,6-17
5-NP,0.5864659185548651,1507,6-18,6-17
6-NA,0.13066573779770968,1437,6-18,6-17
7-M,0.3356947037948838,1003,6-18,6-17
8-NS,0.42556586228212295,864,6-18,6-17
1-PB2,19.204186167941838,2301,6-18,3-20
2-PB1,18.729698377715224,2280,6-18,3-20
3-PA,9.545555005164122,2208,6-18,3-20
4-HA,21.90229555791305,1687,6-18,3-20
5-NP,11.253785137363087,1507,6-18,3-20
6-NA,10.084033613445378,1437,6-18,3-20
7-M,4.692293662317422,1000,6-18,3-20
8-NS,1.1435136883690797,864,6-18,3-20
1-PB2,0.6842690247968404,2301,6-18,6-22
2-PB1,0.6978767640054555,2317,6-18,6-22
3-PA,0.4225269417138481,2208,6-18,6-22
4-HA,1.2821655155199865,1734,6-18,6-22
5-NP,0.5901835634268386,1507,6-18,6-22
6-NA,0.3617118507750361,1437,6-18,6-22
7-M,0.6830677063074173,1002,6-18,6-22
8-NS,1.0972709138026058,835,6-18,6-22
1-PB2,8.487778582093107,2301,6-18,2-23
2-PB1,8.881730777574418,2311,6-18,2-23
3-PA,2.3463642696152305,2208,6-18,2-23
4-HA,12.995893136975926,1745,6-18,2-23
5-NP,6.676017681234297,1507,6-18,2-23
6-NA,10.162773770925693,1437,6-18,2-23
7-M,0.5793792871121243,1003,6-18,2-23
8-NS,3.1435136883690795,864,6-18,2-23
1-PB2,4.861222480909167,2301,6-18,4-11
2-PB1,5.339021550334572,2311,6-18,4-11
3-PA,2.5793059706561285,2208,6-18,4-11
4-HA,13.747647513797745,1745,6-18,4-11
5-NP,4.629062691252279,1507,6-18,4-11
6-NA,6.507292845210471,1437,6-18,4-11
7-M,0.6963568687907562,1002,6-18,4-11
8-NS,1.1854583976159816,864,6-18,4-11
1-PB2,16.782957939304833,2301,6-18,3-25
2-PB1,14.532322919245695,2316,6-18,3-25
3-PA,6.15441413062582,2208,6-18,3-25
4-HA,19.360205859443266,1744,6-18,3-25
5-NP,10.512391844480788,1507,6-18,3-25
6-NA,10.132420710219574,1437,6-18,3-25
7-M,2.557517462423429,1003,6-18,3-25
8-NS,11.143513688369081,864,6-18,3-25
1-PB2,0.567709098140231,2301,6-18,4-19
2-PB1,1.053156747464407,2317,6-18,4-19
3-PA,2.8333742114674045,2208,6-18,4-19
4-HA,1.645076110531079,1745,6-18,4-19
5-NP,0.9951500666546231,1507,6-18,4-19
6-NA,0.7233621721569248,1437,6-18,4-19
7-M,0.6096179106113313,1002,6-18,4-19
8-NS,1.3478853784404436,864,6-18,4-19
1-PB2,9.326322246769287,2301,6-18,2-25
2-PB1,8.772571383044786,2314,6-18,2-25
3-PA,2.719035372158029,2208,6-18,2-25
4-HA,14.775471683084103,1735,6-18,2-25
5-NP,7.932320666883448,1507,6-18,2-25
6-NA,10.375059254471019,1437,6-18,2-25
7-M,0.6561290802878283,1003,6-18,2-25
8-NS,3.1435136883690795,864,6-18,2-25
1-PB2,8.874927035452483,2301,6-18,2-32
2-PB1,9.60449494507703,2315,6-18,2-32
3-PA,4.209460002185453,2208,6-18,2-32
4-HA,15.303653052219078,1737,6-18,2-32
5-NP,4.512391844480791,1507,6-18,2-32
6-NA,8.084033613445378,1437,6-18,2-32
7-M,0.46074326887504213,1003,6-18,2-32
8-NS,1.6242889736898196,864,6-18,2-32
1-PB2,2.085185992779814,2301,6-18,6-24
2-PB1,0.9324857936574795,2310,6-18,6-24
3-PA,0.45169926636903246,2192,6-18,6-24
4-HA,1.2450971923915872,1739,6-18,6-24
5-NP,1.42027097892617,1400,6-18,6-24
6-NA,1.3565315574161587,1437,6-18,6-24
7-M,0.46074326887504213,1003,6-18,6-24
8-NS,2.503338935142859,864,6-18,6-24
1-PB2,9.610275651518684,2301,6-18,2-20
2-PB1,4.693906306656469,2311,6-18,2-20
3-PA,2.4978367191951287,2208,6-18,2-20
4-HA,8.8989752264198,1745,6-18,2-20
5-NP,3.1474086396186967,1507,6-18,2-20
6-NA,4.084033613445378,1437,6-18,2-20
7-M,2.460743268875042,1003,6-18,2-20
8-NS,1.335294510286888,864,6-18,2-20
1-PB2,9.012560135389538,2301,6-18,2-21
2-PB1,4.682732275970842,2311,6-18,2-21
3-PA,4.300951972815835,2206,6-18,2-21
4-HA,11.763260514327023,1745,6-18,2-21
5-NP,2.883582980214863,1507,6-18,2-21
6-NA,4.426184931641265,1437,6-18,2-21
7-M,0.5472818064001782,1002,6-18,2-21
8-NS,3.4988594294368696,864,6-18,2-21
1-PB2,4.7685456201766865,2301,6-18,3-22
2-PB1,9.583143709906976,2317,6-18,3-22
3-PA,4.298481927235989,2208,6-18,3-22
4-HA,15.656973536210938,1681,6-18,3-22
5-NP,6.74419762717747,1507,6-18,3-22
6-NA,10.30459388724434,1437,6-18,3-22
7-M,0.5318895139343307,1003,6-18,3-22
8-NS,1.4203476523524363,864,6-18,3-22
1-PB2,16.660113987686145,2301,6-18,3-26
2-PB1,14.714375802680337,2317,6-18,3-26
3-PA,6.437022183363092,2208,6-18,3-26
4-HA,19.393300783283266,1737,6-18,3-26
5-NP,10.580868822048677,1507,6-18,3-26
6-NA,10.254668534080299,1437,6-18,3-26
7-M,2.460743268875042,1003,6-18,3-26
8-NS,11.14351368836908,864,6-18,3-26
1-PB2,8.43723706584762,2301,6-18,2-18
2-PB1,4.532322919245696,2317,6-18,2-18
3-PA,2.1544141306258195,2208,6-18,2-18
4-HA,8.980205859443261,1741,6-18,2-18
5-NP,2.5597036724377804,1507,6-18,2-18
6-NA,4.084033613445378,1437,6-18,2-18
7-M,2.460743268875042,1003,6-18,2-18
8-NS,1.3463885394784412,864,6-18,2-18
1-PB2,10.754866581918307,2285,6-18,3-13
2-PB1,4.7069950142628985,1988,6-18,3-13
3-PA,13.199936993461144,2096,6-18,3-13
4-HA,14.14457291872128,1737,6-18,3-13
5-NP,5.527135066527495,1507,6-18,3-13
6-NA,4.363776459262554,1437,6-18,3-13
7-M,2.5998247461209045,1003,6-18,3-13
8-NS,1.2686379588283834,864,6-18,3-13
1-PB2,0.7676839888983491,2301,6-18,6-20
2-PB1,0.9961653017627781,2234,6-18,6-20
3-PA,0.5866160450424991,2208,6-18,6-20
4-HA,1.2245456711820222,1684,6-18,6-20
5-NP,0.5756616134509576,1492,6-18,6-20
6-NA,0.5301816095933743,1411,6-18,6-20
7-M,0.46074326887504213,1003,6-18,6-20
8-NS,1.3331664805275667,864,6-18,6-20
1-PB2,14.740422544871539,2172,6-18,3-1
2-PB1,6.563092150014927,2159,6-18,3-1
3-PA,8.433459212238933,2208,6-18,3-1
4-HA,12.94682041026635,1745,6-18,3-1
5-NP,10.73045034896574,1507,6-18,3-1
6-NA,11.699939155593658,1437,6-18,3-1
7-M,6.460743268875042,1003,6-18,3-1
8-NS,7.36815363674457,864,6-18,3-1
1-PB2,6.43723706584762,2301,6-18,3-29
2-PB1,12.629701196399253,2317,6-18,3-29
3-PA,6.275779490929232,2208,6-18,3-29
4-HA,15.36909474833215,1745,6-18,3-29
5-NP,6.512391844480791,1507,6-18,3-29
6-NA,11.936382606733968,1437,6-18,3-29
7-M,2.460743268875042,1003,6-18,3-29
8-NS,5.1435136883690795,864,6-18,3-29
1-PB2,10.727558521569868,1983,6-18,6-32
2-PB1,4.430100579354311,1644,6-18,6-32
3-PA,2.3016900151493704,1921,6-18,6-32
4-HA,6.568887358534179,1399,6-18,6-32
5-NP,4.573889036976721,1262,6-18,6-32
6-NA,4.448010932629864,1305,6-18,6-32
7-M,2.448550774616551,1000,6-18,6-32
8-NS,1.304704325123285,768,6-18,6-32
1-PB2,4.520077302534011,2301,6-18,4-9
2-PB1,4.778476765399543,2314,6-18,4-9
3-PA,2.2205662805706927,2204,6-18,4-9
4-HA,13.416998939948918,1745,6-18,4-9
5-NP,4.512391844480791,1507,6-18,4-9
6-NA,6.125309410818736,1437,6-18,4-9
7-M,0.562323100376434,1002,6-18,4-9
8-NS,1.1435136883690797,864,6-18,4-9
1-PB2,14.631358070499775,2301,4-1,4-4
2-PB1,10.433916465704632,2308,4-1,4-4
3-PA,20.500313358416907,2208,4-1,4-4
4-HA,8.345511566495464,1736,4-1,4-4
5-NP,4.253823675532991,1507,4-1,4-4
6-NA,5.084129792673667,1437,4-1,4-4
7-M,2.3654189198515363,1002,4-1,4-4
8-NS,2.1876206680636296,864,4-1,4-4
1-PB2,18.22579192879302,2301,4-1,6-28
2-PB1,5.072702763997723,2308,4-1,6-28
3-PA,18.20189358372457,2208,4-1,6-28
4-HA,9.465774537853001,1737,4-1,6-28
5-NP,4.298014535296933,1507,4-1,6-28
6-NA,12.174986429262011,1437,4-1,6-28
7-M,3.05205935761939,1003,4-1,6-28
8-NS,2.0,864,4-1,6-28
1-PB2,18.581070455088287,2301,4-1,2-24
2-PB1,11.392532398463988,2309,4-1,2-24
3-PA,16.52689439348503,2208,4-1,2-24
4-HA,8.683690769332202,1737,4-1,2-24
5-NP,8.473776650668722,1507,4-1,2-24
6-NA,8.96358136257236,1437,4-1,2-24
7-M,2.6787914210208164,1003,4-1,2-24
8-NS,4.263303325600605,864,4-1,2-24
1-PB2,18.64707860114772,2301,4-1,3-15
2-PB1,11.990577410379922,2277,4-1,3-15
3-PA,20.39893447125214,2208,4-1,3-15
4-HA,7.299601126540437,1735,4-1,3-15
5-NP,6.495635458544727,1507,4-1,3-15
6-NA,6.653929128481206,1437,4-1,3-15
7-M,2.0,1001,4-1,3-15
8-NS,4.1446792109043775,864,4-1,3-15
1-PB2,17.033584399810483,2301,4-1,2-26
2-PB1,5.376098629675875,2309,4-1,2-26
3-PA,20.380362870599672,2208,4-1,2-26
4-HA,8.49562628669298,1737,4-1,2-26
5-NP,4.404881077939998,1507,4-1,2-26
6-NA,12.218240141334315,1437,4-1,2-26
7-M,2.4668331091854716,1003,4-1,2-26
8-NS,2.182019049091274,864,4-1,2-26
1-PB2,4.221929145394207,2301,4-1,4-13
2-PB1,3.0939810567714354,2309,4-1,4-13
3-PA,12.13390491516933,2208,4-1,4-13
4-HA,4.495018201885483,1734,4-1,4-13
5-NP,2.2076190550709445,1507,4-1,4-13
6-NA,2.2232956080059716,1437,4-1,4-13
7-M,2.0412371134020617,1003,4-1,4-13
8-NS,2.0,864,4-1,4-13
1-PB2,18.25408553079848,2301,4-1,6-17
2-PB1,6.9857462422585925,2309,4-1,6-17
3-PA,18.36379834562933,2208,4-1,6-17
4-HA,12.909508943813455,1737,4-1,6-17
5-NP,6.281693129145019,1507,4-1,6-17
6-NA,10.221618553614343,1437,4-1,6-17
7-M,2.153889583417349,1003,4-1,6-17
8-NS,3.1956521739130435,864,4-1,6-17
1-PB2,20.918206869396556,2301,4-1,3-20
2-PB1,17.18312170072812,2273,4-1,3-20
3-PA,23.593034458262878,2208,4-1,3-20
4-HA,16.73443887180286,1686,4-1,3-20
5-NP,5.288881628998992,1507,4-1,3-20
6-NA,8.174986429262011,1437,4-1,3-20
7-M,2.371948015906,1000,4-1,3-20
8-NS,2.0,864,4-1,3-20
1-PB2,18.39828972625156,2301,4-1,6-22
2-PB1,7.1513000870183525,2309,4-1,6-22
3-PA,18.4700063948126,2208,4-1,6-22
4-HA,13.90918062428159,1732,4-1,6-22
5-NP,6.2854107740169916,1507,4-1,6-22
6-NA,10.339028302955304,1437,4-1,6-22
7-M,2.5031196823596145,1002,4-1,6-22
8-NS,2.0,835,4-1,6-22
1-PB2,18.201799283547825,2301,4-1,2-23
2-PB1,11.335154100587316,2304,4-1,2-23
3-PA,16.39384372271398,2208,4-1,2-23
4-HA,8.674190297019582,1737,4-1,2-23
5-NP,8.371244891824452,1507,4-1,2-23
6-NA,8.253726586742326,1437,4-1,2-23
7-M,2.1186360182370816,1003,4-1,2-23
8-NS,4.0,864,4-1,2-23
1-PB2,14.575243182363884,2301,4-1,4-11
2-PB1,7.792444873347469,2304,4-1,4-11
3-PA,16.626785423754882,2208,4-1,4-11
4-HA,8.579790827687553,1737,4-1,4-11
5-NP,6.269395116847006,1507,4-1,4-11
6-NA,4.598245661027104,1437,4-1,4-11
7-M,2.443238113135636,1002,4-1,4-11
8-NS,2.0419447092469016,864,4-1,4-11
1-PB2,18.496978640759547,2301,4-1,3-25
2-PB1,12.985746242258596,2308,4-1,3-25
3-PA,18.20189358372457,2208,4-1,3-25
4-HA,12.565682506666406,1736,4-1,3-25
5-NP,4.2076190550709445,1507,4-1,3-25
6-NA,8.223373526036205,1437,4-1,3-25
7-M,0.09677419354838704,1003,4-1,3-25
8-NS,12.0,864,4-1,3-25
1-PB2,18.281729799594945,2301,4-1,4-19
2-PB1,7.506580070477304,2309,4-1,4-19
3-PA,20.88085366456616,2208,4-1,4-19
4-HA,12.477219424420891,1737,4-1,4-19
5-NP,6.690377277244778,1507,4-1,4-19
6-NA,10.814314987973562,1437,4-1,4-19
7-M,2.3564991549562118,1002,4-1,4-19
8-NS,2.204371690071364,864,4-1,4-19
1-PB2,19.13653533299355,2301,4-1,2-25
2-PB1,11.225994706057685,2307,4-1,2-25
3-PA,16.766514825256777,2208,4-1,2-25
4-HA,10.306027695386607,1733,4-1,2-25
5-NP,9.6275478774736,1507,4-1,2-25
6-NA,8.466012070287652,1437,4-1,2-25
7-M,2.1953858114127858,1003,4-1,2-25
8-NS,4.0,864,4-1,2-25
1-PB2,18.588947736907198,2301,4-1,2-32
2-PB1,8.057918268089928,2307,4-1,2-32
3-PA,18.2569394552842,2208,4-1,2-32
4-HA,11.015796366108882,1730,4-1,2-32
5-NP,6.2076190550709445,1507,4-1,2-32
6-NA,6.1749864292620105,1437,4-1,2-32
7-M,2.0,1003,4-1,2-32
8-NS,2.4807752853207403,864,4-1,2-32
1-PB2,19.799206694234528,2301,4-1,6-24
2-PB1,7.385909116670378,2303,4-1,6-24
3-PA,18.499178719467785,2192,4-1,6-24
4-HA,13.623907172948062,1731,4-1,6-24
5-NP,7.2693443433624765,1400,4-1,6-24
6-NA,11.447484373232793,1437,4-1,6-24
7-M,2.0,1003,4-1,6-24
8-NS,3.3598252467737786,864,4-1,6-24
1-PB2,19.3242963529734,2301,4-1,2-20
2-PB1,7.147329629669367,2304,4-1,2-20
3-PA,16.461982838960544,2208,4-1,2-20
4-HA,8.67135758413431,1737,4-1,2-20
5-NP,4.8426358502088505,1507,4-1,2-20
6-NA,10.174986429262011,1437,4-1,2-20
7-M,4.0,1003,4-1,2-20
8-NS,2.191780821917808,864,4-1,2-20
1-PB2,18.726580836844253,2301,4-1,2-21
2-PB1,7.13615559898374,2304,4-1,2-21
3-PA,18.348431425914587,2206,4-1,2-21
4-HA,11.006618781487855,1737,4-1,2-21
5-NP,4.578810190805017,1507,4-1,2-21
6-NA,10.517137747457898,1437,4-1,2-21
7-M,2.159709269232453,1002,4-1,2-21
8-NS,4.35534574106779,864,4-1,2-21
1-PB2,14.357265116812126,2301,4-1,3-22
2-PB1,12.03656703291987,2309,4-1,3-22
3-PA,18.221516935890293,2208,4-1,3-22
4-HA,12.489116850100745,1680,4-1,3-22
5-NP,8.439424837767623,1507,4-1,3-22
6-NA,8.39554670306097,1437,4-1,3-22
7-M,2.071146245059289,1003,4-1,3-22
8-NS,2.2768339639833566,864,4-1,3-22
1-PB2,18.37413468914086,2301,4-1,3-26
2-PB1,13.167799125693236,2309,4-1,3-26
3-PA,18.484501636461843,2208,4-1,3-26
4-HA,14.379784933185938,1736,4-1,3-26
5-NP,4.276096032638831,1507,4-1,3-26
6-NA,8.345621349896932,1437,4-1,3-26
7-M,0.0,1003,4-1,3-26
8-NS,12.0,864,4-1,3-26
1-PB2,18.151257767302337,2301,4-1,2-18
2-PB1,6.9857462422585925,2309,4-1,2-18
3-PA,16.20189358372457,2208,4-1,2-18
4-HA,8.590126951110848,1736,4-1,2-18
5-NP,4.254930883027933,1507,4-1,2-18
6-NA,10.174986429262011,1437,4-1,2-18
7-M,4.0,1003,4-1,2-18
8-NS,2.2028748511093608,864,4-1,2-18
1-PB2,20.468887283373032,2285,4-1,3-13
2-PB1,7.160418337275795,1987,4-1,3-13
3-PA,27.185194224337675,2096,4-1,3-13
4-HA,13.874152130046985,1730,4-1,3-13
5-NP,7.222362277117647,1507,4-1,3-13
6-NA,10.454729275079186,1437,4-1,3-13
7-M,4.1390814772458615,1003,4-1,3-13
8-NS,2.1251242704593034,864,4-1,3-13
1-PB2,18.481704690353066,2301,4-1,6-20
2-PB1,7.449588624775674,2233,4-1,6-20
3-PA,18.63409549814125,2208,4-1,6-20
4-HA,12.954124882507728,1682,4-1,6-20
5-NP,6.4247349778872636,1492,4-1,6-20
6-NA,10.621134425410007,1411,4-1,6-20
7-M,2.0,1003,4-1,6-20
8-NS,2.189652792158487,864,4-1,6-20
1-PB2,16.454443246326257,2172,4-1,3-1
2-PB1,3.079863889317417,2152,4-1,3-1
3-PA,22.31427199867102,2208,4-1,3-1
4-HA,7.013863053015218,1737,4-1,3-1
5-NP,4.4256775595558935,1507,4-1,3-1
6-NA,9.790891971410293,1437,4-1,3-1
7-M,4.0,1003,4-1,3-1
8-NS,8.22463994837549,864,4-1,3-1
1-PB2,16.151257767302337,2301,4-1,3-29
2-PB1,15.08312451941215,2309,4-1,3-29
3-PA,20.323258944027984,2208,4-1,3-29
4-HA,14.201238062221961,1737,4-1,3-29
5-NP,8.207619055070944,1507,4-1,3-29
6-NA,18.027335422550603,1437,4-1,3-29
7-M,4.0,1003,4-1,3-29
8-NS,6.0,864,4-1,3-29
1-PB2,16.441579223024586,1983,4-1,6-32
2-PB1,6.861709442639742,1644,4-1,6-32
3-PA,16.265836134914785,1921,4-1,6-32
4-HA,6.312260206739173,1399,4-1,6-32
5-NP,6.603290270265488,1262,4-1,6-32
6-NA,8.538963748446497,1305,4-1,6-32
7-M,4.128205128205128,1000,4-1,6-32
8-NS,2.304125523279967,768,4-1,6-32
1-PB2,14.234098003988725,2301,4-1,4-9
2-PB1,7.23190008841244,2307,4-1,4-9
3-PA,16.268045733669442,2204,4-1,4-9
4-HA,8.249142253838727,1737,4-1,4-9
5-NP,6.2076190550709445,1507,4-1,4-9
6-NA,4.216262226635369,1437,4-1,4-9
7-M,2.309204344721314,1002,4-1,4-9
8-NS,2.0,864,4-1,4-9
1-PB2,4.554634464688124,2301,4-4,6-28
2-PB1,5.535126745185169,2315,4-4,6-28
3-PA,6.298419774692336,2208,4-4,6-28
4-HA,9.231032202126766,1744,4-4,6-28
5-NP,0.13660010068803488,1507,4-4,6-28
6-NA,8.909143363411657,1437,4-4,6-28
7-M,1.0331645519807298,1002,4-4,6-28
8-NS,0.1876206680636296,864,4-4,6-28
1-PB2,4.909912990983394,2301,4-4,2-24
2-PB1,7.736875198839628,2315,4-4,2-24
3-PA,4.729240690272901,2208,4-4,2-24
4-HA,8.448948433605969,1744,4-4,2-24
5-NP,4.312362216059824,1507,4-4,2-24
6-NA,5.697738296722005,1437,4-4,2-24
7-M,0.6407226365962597,1002,4-4,2-24
8-NS,2.450923993664234,864,4-4,2-24
1-PB2,4.975921137042829,2301,4-4,3-15
2-PB1,12.45300139156737,2284,4-4,3-15
3-PA,8.495460662219905,2208,4-4,3-15
4-HA,7.064858790814202,1743,4-4,3-15
5-NP,2.3342210239358265,1507,4-4,3-15
6-NA,3.3880860626308533,1437,4-4,3-15
7-M,0.3654189198515361,1001,4-4,3-15
8-NS,2.332299878968006,864,4-4,3-15
1-PB2,3.3624269357055905,2301,4-4,2-26
2-PB1,5.83852261086332,2315,4-4,2-26
3-PA,8.476889061567437,2208,4-4,2-26
4-HA,8.260883950966747,1744,4-4,2-26
5-NP,0.24346664333109863,1507,4-4,2-26
6-NA,8.952397075483962,1437,4-4,2-26
7-M,0.41278456298163874,1002,4-4,2-26
8-NS,0.36963971715490374,864,4-4,2-26
1-PB2,14.550771681289314,2301,4-4,4-13
2-PB1,9.55640503795888,2312,4-4,4-13
3-PA,8.366408443247575,2208,4-4,4-13
4-HA,8.332481796429697,1733,4-4,4-13
5-NP,6.0462046204620465,1507,4-4,4-13
6-NA,6.957452542155618,1437,4-4,4-13
7-M,4.406656033253598,1002,4-4,4-13
8-NS,0.1876206680636296,864,4-4,4-13
1-PB2,4.582928066693585,2301,4-4,6-17
2-PB1,7.448170223446039,2315,4-4,6-17
3-PA,6.460324536597097,2208,4-4,6-17
4-HA,12.674766608087225,1744,4-4,6-17
5-NP,2.12027869453612,1507,4-4,6-17
6-NA,6.955775487763988,1437,4-4,6-17
7-M,0.2991205773100995,1002,4-4,6-17
8-NS,1.383272841976673,864,4-4,6-17
1-PB2,15.200984146174578,2301,4-4,3-20
2-PB1,21.593111224986725,2280,4-4,3-20
3-PA,11.588720313096182,2208,4-4,3-20
4-HA,16.677474313854404,1687,4-4,3-20
5-NP,8.78759791334434,1507,4-4,3-20
6-NA,4.909143363411657,1437,4-4,3-20
7-M,4.569142636692114,1000,4-4,3-20
8-NS,0.1876206680636296,864,4-4,3-20
1-PB2,4.727132262146661,2301,4-4,6-22
2-PB1,7.613724068205799,2315,4-4,6-22
3-PA,6.566532585780363,2208,4-4,6-22
4-HA,13.674438288555358,1734,4-4,6-22
5-NP,2.1239963394080936,1507,4-4,6-22
6-NA,7.073185237104951,1437,4-4,6-22
7-M,0.3460434924524023,1001,4-4,6-22
8-NS,0.1876206680636296,835,4-4,6-22
1-PB2,4.530641819442929,2301,4-4,2-23
2-PB1,7.79757808177476,2311,4-4,2-23
3-PA,4.4903699136817465,2208,4-4,2-23
4-HA,8.439447961293347,1744,4-4,2-23
5-NP,4.209830457215553,1507,4-4,2-23
6-NA,4.987883520891971,1437,4-4,2-23
7-M,0.4840549380886182,1002,4-4,2-23
8-NS,2.1876206680636296,864,4-4,2-23
1-PB2,0.9040857182589881,2301,4-4,4-11
2-PB1,4.254868854534914,2311,4-4,4-11
3-PA,4.723311614722644,2208,4-4,4-11
4-HA,8.522826269739095,1744,4-4,4-11
5-NP,2.1628754672335333,1507,4-4,4-11
6-NA,1.3324025951767482,1437,4-4,4-11
7-M,0.4722084348563312,1002,4-4,4-11
8-NS,0.22956537731053142,864,4-4,4-11
1-PB2,12.825821176654651,2301,4-4,3-25
2-PB1,17.44817022344604,2315,4-4,3-25
3-PA,8.298419774692334,2208,4-4,3-25
4-HA,14.330940170940169,1743,4-4,3-25
5-NP,8.046204620462046,1507,4-4,3-25
6-NA,4.9575304601858505,1437,4-4,3-25
7-M,2.4621931133999237,1002,4-4,3-25
8-NS,10.187620668063632,864,4-4,3-25
1-PB2,4.610572335490051,2301,4-4,4-19
2-PB1,7.856327995326721,2315,4-4,4-19
3-PA,8.97737985553392,2208,4-4,4-19
4-HA,12.420254866472433,1744,4-4,4-19
5-NP,2.5289628426358783,1507,4-4,4-19
6-NA,7.548471922123204,1437,4-4,4-19
7-M,0.38546947667690634,1002,4-4,4-19
8-NS,0.39199235813499356,864,4-4,4-19
1-PB2,5.4653778688886465,2301,4-4,2-25
2-PB1,7.6884186872451314,2314,4-4,2-25
3-PA,4.863041016224545,2208,4-4,2-25
4-HA,10.071285359660376,1735,4-4,2-25
5-NP,5.466133442864703,1507,4-4,2-25
6-NA,5.2001690044372975,1437,4-4,2-25
7-M,0.5608047312643223,1002,4-4,2-25
8-NS,2.1876206680636296,864,4-4,2-25
1-PB2,4.917790272802304,2301,4-4,2-32
2-PB1,8.520342249277373,2314,4-4,2-32
3-PA,6.353465646251968,2208,4-4,2-32
4-HA,10.781054030382652,1737,4-4,2-32
5-NP,2.046204620462046,1507,4-4,2-32
6-NA,2.909143363411656,1437,4-4,2-32
7-M,0.3654189198515361,1002,4-4,2-32
8-NS,0.6683959533843695,864,4-4,2-32
1-PB2,6.128049230129634,2301,4-4,6-24
2-PB1,7.8483330978578225,2310,4-4,6-24
3-PA,6.595704910435548,2192,4-4,6-24
4-HA,13.38916483722183,1738,4-4,6-24
5-NP,3.1079299087535786,1400,4-4,6-24
6-NA,8.181641307382439,1437,4-4,6-24
7-M,0.3654189198515361,1002,4-4,6-24
8-NS,1.5474459148374087,864,4-4,6-24
1-PB2,5.653138888868504,2301,4-4,2-20
2-PB1,7.609753610856812,2311,4-4,2-20
3-PA,4.641842363261644,2208,4-4,2-20
4-HA,8.436615248408076,1744,4-4,2-20
5-NP,0.6812214155999519,1507,4-4,2-20
6-NA,6.909143363411657,1437,4-4,2-20
7-M,2.3654189198515363,1002,4-4,2-20
8-NS,0.37940148998143786,864,4-4,2-20
1-PB2,5.055423372739359,2301,4-4,2-21
2-PB1,7.598579580171185,2311,4-4,2-21
3-PA,6.444957616882352,2206,4-4,2-21
4-HA,10.771876445761626,1744,4-4,2-21
5-NP,0.4173957561961182,1507,4-4,2-21
6-NA,7.2512946816075425,1437,4-4,2-21
7-M,0.5251281890839893,1002,4-4,2-21
8-NS,2.5429664091314192,864,4-4,2-21
1-PB2,0.8114088575265082,2301,4-4,3-22
2-PB1,8.498991014107316,2315,4-4,3-22
3-PA,6.442487571302505,2208,4-4,3-22
4-HA,12.432152292152292,1681,4-4,3-22
5-NP,4.278010403158723,1507,4-4,3-22
6-NA,5.129703637210617,1437,4-4,3-22
7-M,0.43656516491082464,1002,4-4,3-22
8-NS,0.4644546320469864,864,4-4,3-22
1-PB2,12.702977225035966,2301,4-4,3-26
2-PB1,17.630223106880678,2315,4-4,3-26
3-PA,8.581027827429608,2208,4-4,3-26
4-HA,14.168479539224622,1737,4-4,3-26
5-NP,8.114681598029932,1507,4-4,3-26
6-NA,5.079778284046577,1437,4-4,3-26
7-M,2.365418919851536,1002,4-4,3-26
8-NS,10.18762066806363,864,4-4,3-26
1-PB2,4.480100303197442,2301,4-4,2-18
2-PB1,7.44817022344604,2315,4-4,2-18
3-PA,4.298419774692335,2208,4-4,2-18
4-HA,8.355384615384615,1741,4-4,2-18
5-NP,0.09351644841903542,1507,4-4,2-18
6-NA,6.909143363411657,1437,4-4,2-18
