gene,l1norm,genelen,sampid1,sampid2
4-HA,7.297504719576975,1732,4-7,3-15
5-NP,8.288016403473781,1507,4-7,3-15
6-NA,8.478942699219196,1437,4-7,3-15
7-M,4.0,1001,4-7,3-15
8-NS,2.1446792109043766,864,4-7,3-15
1-PB2,14.945153857639038,2301,4-7,2-26
2-PB1,10.39035238741728,2318,4-7,2-26
3-PA,12.623652011127593,2208,4-7,2-26
4-HA,8.493529879729522,1734,4-7,2-26
5-NP,6.197262022869053,1507,4-7,2-26
6-NA,14.043253712072305,1437,4-7,2-26
7-M,4.40388815684157,1003,4-7,2-26
8-NS,0.18201904909127414,864,4-7,2-26
1-PB2,10.133498603222762,2301,4-7,4-13
2-PB1,6.108234814512842,2314,4-7,4-13
3-PA,4.513171392807733,2208,4-7,4-13
4-HA,4.492921794922024,1734,4-7,4-13
5-NP,4.0,1507,4-7,4-13
6-NA,4.048309178743962,1437,4-7,4-13
7-M,4.144329896907216,1003,4-7,4-13
8-NS,0.0,864,4-7,4-13
1-PB2,16.165654988627033,2301,4-7,6-17
2-PB1,12.0,2318,4-7,6-17
3-PA,10.607087486157253,2208,4-7,6-17
4-HA,12.90741253685,1734,4-7,6-17
5-NP,8.074074074074074,1507,4-7,6-17
6-NA,12.046632124352332,1437,4-7,6-17
7-M,4.081799885170678,1003,4-7,6-17
8-NS,1.1956521739130435,864,4-7,6-17
1-PB2,18.82977632722511,2301,4-7,3-20
2-PB1,22.19737545846952,2280,4-7,3-20
3-PA,15.686088857006755,2208,4-7,3-20
4-HA,16.732342464839398,1686,4-7,3-20
5-NP,7.081262573928047,1507,4-7,3-20
6-NA,10.0,1437,4-7,3-20
7-M,4.371948015906,1000,4-7,3-20
8-NS,0.0,864,4-7,3-20
1-PB2,16.309859184080114,2301,4-7,6-22
2-PB1,12.165553844759758,2318,4-7,6-22
3-PA,10.71329553534052,2208,4-7,6-22
4-HA,13.907084217318129,1730,4-7,6-22
5-NP,8.077791718946049,1507,4-7,6-22
6-NA,12.164041873693293,1437,4-7,6-22
7-M,4.40002689885446,1002,4-7,6-22
8-NS,0.0,835,4-7,6-22
1-PB2,16.113368741376377,2301,4-7,2-23
2-PB1,16.34940785832872,2311,4-7,2-23
3-PA,8.637132863241902,2208,4-7,2-23
4-HA,8.672093890056122,1734,4-7,2-23
5-NP,10.163625836753505,1507,4-7,2-23
6-NA,10.078740157480315,1437,4-7,2-23
7-M,4.221728801742237,1003,4-7,2-23
8-NS,2.0,864,4-7,2-23
1-PB2,12.486812640192436,2301,4-7,4-11
2-PB1,12.806698631088876,2311,4-7,4-11
3-PA,8.870074564282802,2208,4-7,4-11
4-HA,8.577694420724093,1734,4-7,4-11
5-NP,8.061776061776062,1507,4-7,4-11
6-NA,6.423259231765093,1437,4-7,4-11
7-M,4.443238113135636,1002,4-7,4-11
8-NS,0.04194470924690183,864,4-7,4-11
1-PB2,16.4085480985881,2301,4-7,3-25
2-PB1,18.0,2316,4-7,3-25
3-PA,12.445182724252492,2208,4-7,3-25
4-HA,12.563586099702945,1733,4-7,3-25
5-NP,6.0,1507,4-7,3-25
6-NA,10.048387096774192,1437,4-7,3-25
7-M,2.1998669770535417,1003,4-7,3-25
8-NS,10.0,864,4-7,3-25
1-PB2,16.1932992574235,2301,4-7,4-19
2-PB1,12.520833828218711,2318,4-7,4-19
3-PA,13.124142805094078,2208,4-7,4-19
4-HA,12.415362061282131,1734,4-7,4-19
5-NP,8.482758222173832,1507,4-7,4-19
6-NA,12.639328558711545,1437,4-7,4-19
7-M,4.356499154956211,1002,4-7,4-19
8-NS,0.20437169007136397,864,4-7,4-19
1-PB2,17.048104790822094,2301,4-7,2-25
2-PB1,16.24024846379909,2314,4-7,2-25
3-PA,9.009803965784702,2208,4-7,2-25
4-HA,10.303931288423147,1731,4-7,2-25
5-NP,11.419928822402657,1507,4-7,2-25
6-NA,10.29102564102564,1437,4-7,2-25
7-M,4.298478594917941,1003,4-7,2-25
8-NS,2.0,864,4-7,2-25
1-PB2,16.500517194735753,2301,4-7,2-32
2-PB1,13.072172025831335,2315,4-7,2-32
3-PA,10.500228595812125,2208,4-7,2-32
4-HA,11.013699959145425,1727,4-7,2-32
5-NP,8.0,1507,4-7,2-32
6-NA,8.0,1437,4-7,2-32
7-M,4.103092783505154,1003,4-7,2-32
8-NS,0.4807752853207399,864,4-7,2-32
1-PB2,17.710776152063083,2301,4-7,6-24
2-PB1,12.400162874411784,2310,4-7,6-24
3-PA,10.742467859995704,2192,4-7,6-24
4-HA,13.621810765984602,1728,4-7,6-24
5-NP,9.061725288291532,1400,4-7,6-24
6-NA,13.27249794397078,1437,4-7,6-24
7-M,4.103092783505154,1003,4-7,6-24
8-NS,1.359825246773779,864,4-7,6-24
1-PB2,17.235865810801954,2301,4-7,2-20
2-PB1,12.161583387410772,2311,4-7,2-20
3-PA,8.788605312821801,2208,4-7,2-20
4-HA,8.669261177170851,1734,4-7,2-20
5-NP,6.635016795137906,1507,4-7,2-20
6-NA,12.0,1437,4-7,2-20
7-M,6.103092783505154,1003,4-7,2-20
8-NS,0.19178082191780826,864,4-7,2-20
1-PB2,16.63815029467281,2301,4-7,2-21
2-PB1,12.150409356725145,2311,4-7,2-21
3-PA,10.591720566442508,2206,4-7,2-21
4-HA,11.0045223745244,1734,4-7,2-21
5-NP,6.3711911357340725,1507,4-7,2-21
6-NA,12.342151318195887,1437,4-7,2-21
7-M,4.159709269232453,1002,4-7,2-21
8-NS,2.3553457410677896,864,4-7,2-21
1-PB2,12.268834574640682,2301,4-7,3-22
2-PB1,17.050820790661277,2318,4-7,3-22
3-PA,10.589250520862661,2208,4-7,3-22
4-HA,12.487020443137288,1680,4-7,3-22
5-NP,10.23180578269668,1507,4-7,3-22
6-NA,10.220560273798961,1437,4-7,3-22
7-M,4.174239028564443,1003,4-7,3-22
8-NS,0.27683396398335675,864,4-7,3-22
1-PB2,16.285704146969415,2301,4-7,3-26
2-PB1,18.18205288343464,2318,4-7,3-26
3-PA,12.727790776989764,2208,4-7,3-26
4-HA,14.377688526222476,1733,4-7,3-26
5-NP,6.068476977567887,1507,4-7,3-26
6-NA,10.170634920634921,1437,4-7,3-26
7-M,2.1030927835051547,1003,4-7,3-26
8-NS,10.0,864,4-7,3-26
1-PB2,16.06282722513089,2301,4-7,2-18
2-PB1,12.0,2318,4-7,2-18
3-PA,8.445182724252492,2208,4-7,2-18
4-HA,8.58803054414739,1733,4-7,2-18
5-NP,6.047311827956989,1507,4-7,2-18
6-NA,12.0,1437,4-7,2-18
7-M,6.103092783505154,1003,4-7,2-18
8-NS,0.20287485110936143,864,4-7,2-18
1-PB2,18.380456741201574,2285,4-7,3-13
2-PB1,10.235647704773301,1988,4-7,3-13
3-PA,19.490705587087817,2096,4-7,3-13
4-HA,13.872055723083525,1727,4-7,3-13
5-NP,9.014743222046704,1507,4-7,3-13
6-NA,12.279742845817175,1437,4-7,3-13
7-M,6.242174260751016,1003,4-7,3-13
8-NS,0.12512427045930366,864,4-7,3-13
1-PB2,16.393274148181618,2301,4-7,6-20
2-PB1,12.463842382517083,2234,4-7,6-20
3-PA,10.87738463866917,2208,4-7,6-20
4-HA,12.952028475544266,1680,4-7,6-20
5-NP,8.21711592281632,1492,4-7,6-20
6-NA,12.446147996147996,1411,4-7,6-20
7-M,4.103092783505154,1003,4-7,6-20
8-NS,0.18965279215848693,864,4-7,6-20
1-PB2,14.366012704154812,2172,4-7,3-1
2-PB1,10.094117647058823,2159,4-7,3-1
3-PA,14.724227805865604,2208,4-7,3-1
4-HA,7.0117666460517585,1734,4-7,3-1
5-NP,6.218058504484948,1507,4-7,3-1
6-NA,11.61590554214828,1437,4-7,3-1
7-M,6.103092783505154,1003,4-7,3-1
8-NS,6.22463994837549,864,4-7,3-1
1-PB2,14.06282722513089,2301,4-7,3-29
2-PB1,20.09737827715356,2318,4-7,3-29
3-PA,12.566548084555905,2208,4-7,3-29
4-HA,14.1991416552585,1734,4-7,3-29
5-NP,10.0,1507,4-7,3-29
6-NA,19.85234899328859,1437,4-7,3-29
7-M,6.103092783505154,1003,4-7,3-29
8-NS,4.0,864,4-7,3-29
1-PB2,16.35314868085314,1983,4-7,6-32
2-PB1,10.193448342702073,1644,4-7,6-32
3-PA,8.147275884523552,1921,4-7,6-32
4-HA,6.354509697780148,1399,4-7,6-32
5-NP,8.395671215194543,1262,4-7,6-32
6-NA,10.363977319184487,1305,4-7,6-32
7-M,6.128205128205128,1000,4-7,6-32
8-NS,0.30412552327996684,768,4-7,6-32
1-PB2,12.14566746181728,2301,4-7,4-9
2-PB1,12.246153846153845,2314,4-7,4-9
3-PA,8.511334874197365,2204,4-7,4-9
4-HA,8.247045846875267,1734,4-7,4-9
5-NP,8.0,1507,4-7,4-9
6-NA,6.041275797373358,1437,4-7,4-9
7-M,4.309204344721314,1002,4-7,4-9
8-NS,0.0,864,4-7,4-9
1-PB2,28.500151047835296,2301,3-10,3-24
2-PB1,21.20618740017769,2311,3-10,3-24
3-PA,12.381755026776961,2207,3-10,3-24
4-HA,9.086675094526141,1675,3-10,3-24
5-NP,10.472112952984501,1507,3-10,3-24
6-NA,10.294582425562819,1437,3-10,3-24
7-M,2.2417935176555868,1003,3-10,3-24
8-NS,4.097322796267929,864,3-10,3-24
1-PB2,26.500151047835303,2301,3-10,3-30
2-PB1,13.026880805056935,2310,3-10,3-30
3-PA,18.298747634447004,2207,3-10,3-30
4-HA,8.521774232403454,1675,3-10,3-30
5-NP,8.29822896168538,1507,3-10,3-30
6-NA,8.727520223709178,1437,3-10,3-30
7-M,2.1138211382113816,1002,3-10,3-30
8-NS,4.047904191616767,864,3-10,3-30
1-PB2,30.820151047835296,2301,3-10,3-7
2-PB1,14.296497726699474,2280,3-10,3-7
3-PA,14.542618388571377,2207,3-10,3-7
4-HA,7.123796997207956,1643,3-10,3-7
5-NP,11.282459677551948,1507,3-10,3-7
6-NA,8.62660453812823,1087,3-10,3-7
7-M,4.468898225345581,1003,3-10,3-7
8-NS,4.607428001140576,864,3-10,3-7
1-PB2,26.991579619263874,2301,3-10,2-19
2-PB1,10.735391000645784,2311,3-10,2-19
3-PA,12.154134226865082,2207,3-10,2-19
4-HA,6.4174393671693215,1675,3-10,2-19
5-NP,8.29822896168538,1507,3-10,2-19
6-NA,12.196674994322052,1437,3-10,2-19
7-M,4.066115702479339,1003,3-10,2-19
8-NS,4.047904191616767,864,3-10,2-19
1-PB2,30.615197353920635,2301,3-10,3-6
2-PB1,17.142692214910532,2311,3-10,3-6
3-PA,12.582256639817492,2207,3-10,3-6
4-HA,4.562743934826654,1675,3-10,3-6
5-NP,8.29822896168538,1507,3-10,3-6
6-NA,8.18371578334304,1437,3-10,3-6
7-M,4.065359477124183,1003,3-10,3-6
8-NS,4.104536084314233,864,3-10,3-6
1-PB2,26.93738811368292,2301,3-10,6-18
2-PB1,11.267713919891477,2311,3-10,6-18
3-PA,14.308548357490906,2207,3-10,6-18
4-HA,10.94532311766397,1675,3-10,6-18
5-NP,10.81062080616617,1507,3-10,6-18
6-NA,12.16873949579832,1437,3-10,6-18
7-M,2.460743268875042,1003,3-10,6-18
8-NS,5.191417879985847,864,3-10,6-18
1-PB2,28.484277895917568,2301,3-10,4-1
2-PB1,9.721137242904373,2304,3-10,4-1
3-PA,28.356027810589648,2207,3-10,4-1
4-HA,6.674902328989674,1675,3-10,4-1
5-NP,4.5058480167563255,1507,3-10,4-1
6-NA,10.259692311614954,1437,3-10,4-1
7-M,0.0,1003,3-10,4-1
8-NS,6.047904191616768,864,3-10,4-1
1-PB2,22.980251351032738,2301,3-10,4-4
2-PB1,14.183561224091822,2311,3-10,4-4
3-PA,16.452554001557417,2207,3-10,4-4
4-HA,4.52904888215233,1675,3-10,4-4
5-NP,8.344433582147428,1507,3-10,4-4
6-NA,6.993849245764597,1437,3-10,4-4
7-M,2.365418919851536,1002,3-10,4-4
8-NS,4.235524859680396,864,3-10,4-4
1-PB2,26.574685209325985,2301,3-10,6-28
2-PB1,8.82234752238491,2311,3-10,6-28
3-PA,14.154134226865082,2207,3-10,6-28
4-HA,7.17937721298699,1675,3-10,6-28
5-NP,8.388624441911368,1507,3-10,6-28
6-NA,14.08470588235294,1437,3-10,6-28
7-M,3.05205935761939,1003,3-10,6-28
8-NS,4.047904191616767,864,3-10,6-28
1-PB2,26.929963735621246,2301,3-10,2-24
2-PB1,15.14217715685118,2311,3-10,2-24
3-PA,12.584955142445649,2207,3-10,2-24
4-HA,6.635569028672476,1675,3-10,2-24
5-NP,12.564386557283157,1507,3-10,2-24
6-NA,10.873300815663288,1437,3-10,2-24
7-M,2.6787914210208164,1003,3-10,2-24
8-NS,6.311207517217371,864,3-10,2-24
1-PB2,26.995971881680685,2301,3-10,3-15
2-PB1,15.74022216876711,2284,3-10,3-15
3-PA,16.222969986187525,2207,3-10,3-15
4-HA,5.026572785631644,1675,3-10,3-15
5-NP,10.58624536515916,1507,3-10,3-15
6-NA,8.563648581572139,1437,3-10,3-15
7-M,2.0,1001,3-10,3-15
8-NS,6.1925834025211435,864,3-10,3-15
1-PB2,25.340652585286414,2301,3-10,2-26
2-PB1,9.125743388063063,2311,3-10,2-26
3-PA,16.281061866248237,2207,3-10,2-26
4-HA,6.473664266767715,1675,3-10,2-26
5-NP,8.495490984554431,1507,3-10,2-26
6-NA,14.127959594425246,1437,3-10,2-26
7-M,2.466833109185472,1003,3-10,2-26
8-NS,4.2299232407080405,864,3-10,2-26
1-PB2,28.57082242592717,2301,3-10,4-13
2-PB1,8.843625815158621,2308,3-10,4-13
3-PA,16.222122895420323,2207,3-10,4-13
4-HA,6.714658482677573,1675,3-10,4-13
5-NP,6.298228961685381,1507,3-10,4-13
6-NA,12.133015061096902,1437,3-10,4-13
7-M,2.0412371134020617,1003,3-10,4-13
8-NS,4.047904191616767,864,3-10,4-13
1-PB2,26.602978811331447,2301,3-10,6-17
2-PB1,10.73539100064578,2311,3-10,6-17
3-PA,14.316038988769845,2207,3-10,6-17
4-HA,10.596569294700677,1675,3-10,6-17
5-NP,10.372303035759455,1507,3-10,6-17
6-NA,12.131338006705274,1437,3-10,6-17
7-M,2.153889583417349,1003,3-10,6-17
8-NS,5.243556365529811,864,3-10,6-17
1-PB2,29.08299973151948,2301,3-10,3-20
2-PB1,20.932766459115307,2280,3-10,3-20
3-PA,19.54527510140339,2207,3-10,3-20
4-HA,15.006865076348614,1647,3-10,3-20
5-NP,9.379491535613427,1507,3-10,3-20
6-NA,10.084705882352944,1437,3-10,3-20
7-M,2.371948015906,1000,3-10,3-20
8-NS,4.047904191616767,864,3-10,3-20
1-PB2,26.74718300678452,2301,3-10,6-22
2-PB1,10.900944845405538,2311,3-10,6-22
3-PA,14.422247037953111,2207,3-10,6-22
4-HA,10.593977962847966,1674,3-10,6-22
5-NP,10.376020680631427,1507,3-10,6-22
6-NA,12.248747756046235,1437,3-10,6-22
7-M,2.5031196823596145,1002,3-10,6-22
8-NS,4.047904191616767,835,3-10,6-22
1-PB2,26.550692564080784,2301,3-10,2-23
2-PB1,15.084798858974503,2311,3-10,2-23
3-PA,12.346084365854493,2207,3-10,2-23
4-HA,6.523539578488413,1675,3-10,2-23
5-NP,12.461854798438885,1507,3-10,2-23
6-NA,10.163446039833257,1437,3-10,2-23
7-M,2.118636018237082,1003,3-10,2-23
8-NS,6.047904191616767,864,3-10,2-23
1-PB2,22.924136462896843,2301,3-10,4-11
2-PB1,11.542089631734656,2311,3-10,4-11
3-PA,12.579026066895395,2207,3-10,4-11
4-HA,6.852217032233307,1675,3-10,4-11
5-NP,10.360005023461442,1507,3-10,4-11
6-NA,6.507965114118033,1437,3-10,4-11
7-M,2.443238113135636,1002,3-10,4-11
8-NS,4.089848900863669,864,3-10,4-11
1-PB2,26.845871921292513,2301,3-10,3-25
2-PB1,16.735391000645777,2311,3-10,3-25
3-PA,16.154134226865082,2207,3-10,3-25
4-HA,10.473664266767717,1674,3-10,3-25
5-NP,8.29822896168538,1507,3-10,3-25
6-NA,10.133092979127133,1437,3-10,3-25
7-M,0.09677419354838704,1003,3-10,3-25
8-NS,14.047904191616766,864,3-10,3-25
1-PB2,26.630623080127908,2301,3-10,4-19
2-PB1,11.25622482886449,2311,3-10,4-19
3-PA,16.83309430770667,2207,3-10,4-19
4-HA,10.749645628966645,1675,3-10,4-19
5-NP,10.78098718385921,1507,3-10,4-19
6-NA,12.72403444106449,1437,3-10,4-19
7-M,2.3564991549562113,1002,3-10,4-19
8-NS,4.2522758816881305,864,3-10,4-19
1-PB2,27.48542861352651,2301,3-10,2-25
2-PB1,14.975639464444873,2311,3-10,2-25
3-PA,12.718755468397292,2207,3-10,2-25
4-HA,8.229247550726013,1673,3-10,2-25
5-NP,13.718157784088037,1507,3-10,2-25
6-NA,10.375731523378583,1437,3-10,2-25
7-M,2.195385811412786,1003,3-10,2-25
8-NS,6.047904191616767,864,3-10,2-25
1-PB2,26.937841017440167,2301,3-10,2-32
2-PB1,11.807563026477116,2311,3-10,2-32
3-PA,14.209180098424715,2207,3-10,2-32
4-HA,8.848222570654642,1675,3-10,2-32
5-NP,10.29822896168538,1507,3-10,2-32
6-NA,8.084705882352942,1437,3-10,2-32
7-M,2.0,1003,3-10,2-32
8-NS,4.48077528532074,864,3-10,2-32
1-PB2,28.148099974767497,2301,3-10,6-24
2-PB1,11.135553875057566,2310,3-10,6-24
3-PA,14.451419362608295,2191,3-10,6-24
4-HA,11.123000044160484,1669,3-10,6-24
5-NP,11.359954249976912,1400,3-10,6-24
6-NA,13.357203826323722,1437,3-10,6-24
7-M,2.0,1003,3-10,6-24
8-NS,5.407729438390546,864,3-10,6-24
1-PB2,27.673189633506365,2301,3-10,2-20
2-PB1,10.896974388056554,2311,3-10,2-20
3-PA,12.497556815434393,2207,3-10,2-20
4-HA,6.473664266767715,1675,3-10,2-20
5-NP,8.933245756823286,1507,3-10,2-20
6-NA,12.08470588235294,1437,3-10,2-20
7-M,4.0,1003,3-10,2-20
8-NS,4.239685013534575,864,3-10,2-20
1-PB2,27.075474117377215,2301,3-10,2-21
2-PB1,10.885800357370925,2311,3-10,2-21
3-PA,14.300672069055102,2205,3-10,2-21
4-HA,9.073437509398103,1675,3-10,2-21
5-NP,8.66942009741945,1507,3-10,2-21
6-NA,12.426857200548827,1437,3-10,2-21
7-M,2.159709269232453,1002,3-10,2-21
8-NS,6.403249932684557,864,3-10,2-21
1-PB2,22.53718167300905,2301,3-10,3-22
2-PB1,15.786211791307053,2311,3-10,3-22
3-PA,14.298202023475252,2207,3-10,3-22
4-HA,10.761543054646504,1640,3-10,3-22
5-NP,12.530034744382059,1507,3-10,3-22
6-NA,10.305266156151903,1437,3-10,3-22
7-M,2.071146245059289,1003,3-10,3-22
8-NS,4.324738155600123,864,3-10,3-22
1-PB2,26.723027969673822,2301,3-10,3-26
2-PB1,16.917443884080424,2311,3-10,3-26
3-PA,16.436742279602356,2207,3-10,3-26
4-HA,12.517237251517171,1675,3-10,3-26
5-NP,8.366705939253267,1507,3-10,3-26
6-NA,10.255340802987863,1437,3-10,3-26
7-M,0.0,1003,3-10,3-26
8-NS,14.047904191616766,864,3-10,3-26
1-PB2,26.500151047835303,2301,3-10,2-18
2-PB1,10.735391000645782,2311,3-10,2-18
3-PA,12.154134226865082,2207,3-10,2-18
4-HA,6.473664266767715,1675,3-10,2-18
5-NP,8.345540789642369,1507,3-10,2-18
6-NA,12.08470588235294,1437,3-10,2-18
7-M,4.0,1003,3-10,2-18
8-NS,4.250779042726128,864,3-10,2-18
1-PB2,28.817780563905988,2285,3-10,3-13
2-PB1,10.59368021485304,1988,3-10,3-13
3-PA,23.1996570897004,2095,3-10,3-13
4-HA,12.146578334592741,1675,3-10,3-13
5-NP,11.312972183732086,1507,3-10,3-13
6-NA,12.364448728170116,1437,3-10,3-13
7-M,4.1390814772458615,1003,3-10,3-13
8-NS,4.173028462076071,864,3-10,3-13
1-PB2,26.83059797088603,2301,3-10,6-20
2-PB1,11.199233383162863,2234,3-10,6-20
3-PA,14.586336141281762,2207,3-10,6-20
4-HA,11.226551087053483,1636,3-10,6-20
5-NP,10.515344884501701,1492,3-10,6-20
6-NA,12.530853878500938,1411,3-10,6-20
7-M,2.0,1003,3-10,6-20
8-NS,4.237556983775254,864,3-10,6-20
1-PB2,24.80333652685922,2172,3-10,3-1
2-PB1,8.829508647704603,2159,3-10,3-1
3-PA,18.4331793084782,2207,3-10,3-1
4-HA,4.668839593131444,1675,3-10,3-1
5-NP,8.51628746617033,1507,3-10,3-1
6-NA,11.700611424501222,1437,3-10,3-1
7-M,4.0,1003,3-10,3-1
8-NS,10.272544139992256,864,3-10,3-1
1-PB2,24.500151047835303,2301,3-10,3-29
2-PB1,18.83276927779934,2311,3-10,3-29
3-PA,16.275499587168497,2207,3-10,3-29
4-HA,10.473664266767715,1675,3-10,3-29
5-NP,12.29822896168538,1507,3-10,3-29
6-NA,19.93705487564153,1437,3-10,3-29
7-M,4.0,1003,3-10,3-29
8-NS,8.047904191616766,864,3-10,3-29
1-PB2,26.700728913813958,1983,3-10,6-32
2-PB1,6.928839343347853,1644,3-10,6-32
3-PA,10.301410111388634,1921,3-10,6-32
4-HA,2.353170240323845,1399,3-10,6-32
5-NP,10.448501403873786,1262,3-10,6-32
6-NA,10.448683201537428,1305,3-10,6-32
7-M,4.128205128205128,1000,3-10,6-32
8-NS,4.352029714896734,768,3-10,6-32
1-PB2,22.582991284521693,2301,3-10,4-9
2-PB1,10.981544846799627,2311,3-10,4-9
3-PA,12.220286376809955,2204,3-10,4-9
4-HA,6.521568458384481,1675,3-10,4-9
5-NP,10.29822896168538,1507,3-10,4-9
6-NA,6.1259816797263,1437,3-10,4-9
7-M,2.309204344721314,1002,3-10,4-9
8-NS,4.047904191616767,864,3-10,4-9
1-PB2,10.0,2301,3-24,3-30
2-PB1,16.762286203943056,2310,3-24,3-30
3-PA,6.372234207493802,2208,3-24,3-30
4-HA,13.093324183224675,1734,3-24,3-30
5-NP,2.2840161498894296,1507,3-24,3-30
6-NA,6.852690884566113,1437,3-24,3-30
7-M,0.3556146558669687,1002,3-24,3-30
8-NS,0.04941860465116284,864,3-24,3-30
1-PB2,14.32,2301,3-24,3-7
2-PB1,16.0319031255856,2280,3-24,3-7
3-PA,2.616104961618172,2208,3-24,3-7
4-HA,11.263143558198669,1643,3-24,3-7
5-NP,5.268246865755996,1507,3-24,3-7
6-NA,2.7517751989851646,1087,3-24,3-7
7-M,2.7106917430011674,1003,3-24,3-7
8-NS,0.6089424141749724,864,3-24,3-7
1-PB2,10.491428571428571,2301,3-24,2-19
2-PB1,14.470796399531903,2314,3-24,2-19
3-PA,0.22762079991187925,2208,3-24,2-19
4-HA,6.6539899473823985,1734,3-24,2-19
5-NP,2.2840161498894296,1507,3-24,2-19
6-NA,2.321845655178989,1437,3-24,2-19
7-M,2.3079092201349254,1003,3-24,2-19
8-NS,0.04941860465116284,864,3-24,2-19
1-PB2,14.115046306085338,2301,3-24,3-6
2-PB1,20.878097613796662,2314,3-24,3-6
3-PA,0.6557432128642895,2208,3-24,3-6
4-HA,8.852692905455918,1734,3-24,3-6
5-NP,2.2840161498894296,1507,3-24,3-6
6-NA,6.308886444199977,1437,3-24,3-6
7-M,2.307152994779769,1003,3-24,3-6
8-NS,0.10605049734862933,864,3-24,3-6
1-PB2,10.43723706584762,2301,3-24,6-18
2-PB1,15.003119318777602,2314,3-24,6-18
3-PA,2.3820349305376984,2208,3-24,6-18
4-HA,11.482105576090577,1734,3-24,6-18
5-NP,4.796407994370221,1507,3-24,6-18
6-NA,2.2939101566552544,1437,3-24,6-18
7-M,0.7025367865306287,1003,3-24,6-18
8-NS,1.1929322930202426,864,3-24,6-18
1-PB2,20.151257767302337,2301,3-24,4-1
2-PB1,17.4565426417905,2307,3-24,4-1
3-PA,16.429514383636448,2208,3-24,4-1
4-HA,11.314248889980385,1732,3-24,4-1
5-NP,6.4916352049603745,1507,3-24,4-1
6-NA,8.384862972471888,1437,3-24,4-1
7-M,2.2417935176555868,1003,3-24,4-1
8-NS,2.0494186046511627,864,3-24,4-1
1-PB2,6.480100303197442,2301,3-24,4-4
2-PB1,17.918966622977948,2314,3-24,4-4
3-PA,4.526040574604215,2208,3-24,4-4
4-HA,11.079506554254152,1734,3-24,4-4
5-NP,2.3302207703514757,1507,3-24,4-4
6-NA,5.119019906621533,1437,3-24,4-4
7-M,0.6072124375071226,1002,3-24,4-4
8-NS,0.23703927271479247,864,3-24,4-4
1-PB2,10.074534161490684,2301,3-24,6-28
2-PB1,12.557752921271037,2314,3-24,6-28
3-PA,2.227620799911879,2208,3-24,6-28
4-HA,7.377547303389465,1734,3-24,6-28
5-NP,2.3744116301154183,1507,3-24,6-28
6-NA,4.209876543209877,1437,3-24,6-28
7-M,1.2938528752749763,1003,3-24,6-28
8-NS,0.04941860465116284,864,3-24,6-28
1-PB2,10.429812687785953,2301,3-24,2-24
2-PB1,18.87758255573731,2314,3-24,2-24
3-PA,0.6584417154924453,2208,3-24,2-24
4-HA,10.954367644457708,1734,3-24,2-24
5-NP,6.550173745487208,1507,3-24,2-24
6-NA,8.998471476520223,1437,3-24,2-24
7-M,0.9205849386764028,1003,3-24,2-24
8-NS,2.3127219302517674,864,3-24,2-24
1-PB2,10.161881866883318,2301,3-24,3-15
2-PB1,16.06509231661009,2284,3-24,3-15
3-PA,4.322425265714211,2208,3-24,3-15
4-HA,8.895693035561273,1733,3-24,3-15
5-NP,4.4618397158976455,1507,3-24,3-15
6-NA,5.789348342958173,1437,3-24,3-15
7-M,0.24179351765558657,1001,3-24,3-15
8-NS,2.1940978155555393,864,3-24,3-15
1-PB2,8.88232663250815,2301,3-24,2-26
2-PB1,12.861148786949187,2314,3-24,2-26
3-PA,4.406090086786981,2208,3-24,2-26
4-HA,6.818622603287404,1734,3-24,2-26
5-NP,2.481278172758482,1507,3-24,2-26
6-NA,4.253130255282182,1437,3-24,2-26
7-M,0.7086266268410586,1003,3-24,2-26
8-NS,0.23143765374243697,864,3-24,2-26
1-PB2,20.070671378091873,2301,3-24,4-13
2-PB1,16.579031214044747,2311,3-24,4-13
3-PA,4.29560946846712,2208,3-24,4-13
4-HA,11.30121911991462,1729,3-24,4-13
5-NP,8.28401614988943,1507,3-24,4-13
6-NA,10.258185721953838,1437,3-24,4-13
7-M,4.283030631057647,1003,3-24,4-13
8-NS,0.04941860465116284,864,3-24,4-13
1-PB2,10.102827763496144,2301,3-24,6-17
2-PB1,14.470796399531906,2314,3-24,6-17
3-PA,2.389525561816641,2208,3-24,6-17
4-HA,10.821281709349924,1734,3-24,6-17
5-NP,4.3580902239635035,1507,3-24,6-17
6-NA,2.2565086675622084,1437,3-24,6-17
7-M,0.3956831010729355,1003,3-24,6-17
8-NS,1.2450707785642063,864,3-24,6-17
1-PB2,20.766949102094216,2301,3-24,3-20
2-PB1,28.66817185800143,2280,3-24,3-20
3-PA,7.61876167445018,2208,3-24,3-20
4-HA,19.566211637339322,1687,3-24,3-20
5-NP,11.025409442771727,1507,3-24,3-20
6-NA,8.209876543209877,1437,3-24,3-20
7-M,4.613741533561585,1000,3-24,3-20
8-NS,0.04941860465116284,864,3-24,3-20
1-PB2,10.24703195894922,2301,3-24,6-22
2-PB1,14.636350244291664,2314,3-24,6-22
3-PA,2.4957336109999075,2208,3-24,6-22
4-HA,11.820953389818055,1732,3-24,6-22
5-NP,4.361807868835478,1507,3-24,6-22
6-NA,2.4875547805395346,1437,3-24,6-22
7-M,0.744913200015201,1002,3-24,6-22
8-NS,0.04941860465116284,835,3-24,6-22
1-PB2,10.050541516245488,2301,3-24,2-23
2-PB1,18.820204257860627,2311,3-24,2-23
3-PA,0.41957093890129027,2208,3-24,2-23
4-HA,10.739809216402202,1734,3-24,2-23
