sampid,gene,pi
H3N2_1205_T0_T_S517_N701_R,5-NP,0.0001872593549434453
H3N2_1868_T3_N_S507_N712_R,1-PB2,0.00019074339376941608
H3N2_1668_T5_T_S505_N712_R,2-PB1,0.0001306944886060407
H3N2_3609_T5_N_S503_N702_R,4-HA,0.0002940151961743393
H3N2_1825_T3_N_S503_N707_R,2-PB1,0.00017193711165912112
H3N2_3609_T5_N_S503_N702_R,5-NP,5.8380055556004e-05
H3N2_3612_T4_N_S504_N702_R,2-PB1,0.00018706715247699359
H3N2_1227_T2_T_S503_N706_RP,6-NA,0.00017036356523501375
H3N2_1671_T2_T_S506_N709_R,4-HA,0.0003682849099473569
H3N2_1707_T5_N_S517_N712_R,8-NS,0.00017074524964229065
H3N2_1825_T0_N_S503_N704_R,5-NP,0.00017322921639981032
H3N2_3611_T4_N_S503_N709_R,4-HA,0.0002230263769221453
